[run number],n-turtles,spread-chance,pop-weight,n-groups,familiarity-inc,group-tightness,fam-weight,[steps],proportion
407,100,0,0.3,10,0.1,0.3,0.7,5000,0.5
408,100,0,0.3,10,0.1,0.3,0.7,5000,0.64
409,100,0,0.3,10,0.1,0.3,0.7,5000,0.54
410,100,0,0.3,10,0.1,0.3,0.7,5000,0.69
411,100,0,0.3,10,0.1,0.3,0.8,5000,0.64
412,100,0,0.3,10,0.1,0.3,0.8,5000,0.51
413,100,0,0.3,10,0.1,0.3,0.8,5000,0.6
414,100,0,0.3,10,0.1,0.3,0.8,5000,0.51
415,100,0,0.3,10,0.1,0.3,0.8,5000,0.54
416,100,0,0.3,10,0.1,0.3,0.8,5000,0.65
417,100,0,0.3,10,0.1,0.3,0.8,5000,0.7
418,100,0,0.3,10,0.1,0.3,0.8,5000,0.66
419,100,0,0.3,10,0.1,0.3,0.8,5000,0.59
420,100,0,0.3,10,0.1,0.3,0.8,5000,0.51
421,100,0,0.3,10,0.1,0.3,0.9,298,1
422,100,0,0.3,10,0.1,0.3,0.9,5000,0.58
423,100,0,0.3,10,0.1,0.3,0.9,5000,0.56
424,100,0,0.3,10,0.1,0.3,0.9,5000,0.67
425,100,0,0.3,10,0.1,0.3,0.9,5000,0.52
426,100,0,0.3,10,0.1,0.3,0.9,5000,0.52
427,100,0,0.3,10,0.1,0.3,0.9,5000,0.61
428,100,0,0.3,10,0.1,0.3,0.9,5000,0.69
429,100,0,0.3,10,0.1,0.3,0.9,5000,0.55
430,100,0,0.3,10,0.1,0.3,0.9,289,1
431,100,0,0.3,10,0.1,0.3,1,5000,0.56
432,100,0,0.3,10,0.1,0.3,1,5000,0.72
433,100,0,0.3,10,0.1,0.3,1,5000,0.68
434,100,0,0.3,10,0.1,0.3,1,5000,0.71
435,100,0,0.3,10,0.1,0.3,1,5000,0.54
436,100,0,0.3,10,0.1,0.3,1,5000,0.56
437,100,0,0.3,10,0.1,0.3,1,5000,0.67
438,100,0,0.3,10,0.1,0.3,1,5000,0.58
439,100,0,0.3,10,0.1,0.3,1,5000,0.56
440,100,0,0.3,10,0.1,0.3,1,5000,0.65
441,100,0,0.4,10,0.1,0.3,0,5000,0.62
442,100,0,0.4,10,0.1,0.3,0,5000,0.64
443,100,0,0.4,10,0.1,0.3,0,5000,0.73
444,100,0,0.4,10,0.1,0.3,0,5000,0.77
445,100,0,0.4,10,0.1,0.3,0,5000,0.64
446,100,0,0.4,10,0.1,0.3,0,5000,0.93
447,100,0,0.4,10,0.1,0.3,0,5000,0.77
448,100,0,0.4,10,0.1,0.3,0,5000,0.87
449,100,0,0.4,10,0.1,0.3,0,5000,0.56
450,100,0,0.4,10,0.1,0.3,0,5000,0.76
451,100,0,0.4,10,0.1,0.3,0.1,2339,1
452,100,0,0.4,10,0.1,0.3,0.1,5000,0.54
453,100,0,0.4,10,0.1,0.3,0.1,5000,0.66
454,100,0,0.4,10,0.1,0.3,0.1,5000,0.65
455,100,0,0.4,10,0.1,0.3,0.1,5000,0.54
456,100,0,0.4,10,0.1,0.3,0.1,5000,0.62
457,100,0,0.4,10,0.1,0.3,0.1,5000,0.51
458,100,0,0.4,10,0.1,0.3,0.1,5000,0.66
459,100,0,0.4,10,0.1,0.3,0.1,5000,0.58
460,100,0,0.4,10,0.1,0.3,0.1,5000,0.97
461,100,0,0.4,10,0.1,0.3,0.2,5000,0.98
462,100,0,0.4,10,0.1,0.3,0.2,5000,0.66
463,100,0,0.4,10,0.1,0.3,0.2,5000,0.95
464,100,0,0.4,10,0.1,0.3,0.2,5000,0.58
465,100,0,0.4,10,0.1,0.3,0.2,5000,0.78
466,100,0,0.4,10,0.1,0.3,0.2,5000,0.71
467,100,0,0.4,10,0.1,0.3,0.2,5000,0.7
468,100,0,0.4,10,0.1,0.3,0.2,5000,0.57
469,100,0,0.4,10,0.1,0.3,0.2,5000,0.6
470,100,0,0.4,10,0.1,0.3,0.2,5000,0.61
471,100,0,0.4,10,0.1,0.3,0.3,5000,0.82
472,100,0,0.4,10,0.1,0.3,0.3,334,1
473,100,0,0.4,10,0.1,0.3,0.3,5000,0.59
474,100,0,0.4,10,0.1,0.3,0.3,5000,0.68
475,100,0,0.4,10,0.1,0.3,0.3,5000,0.54
476,100,0,0.4,10,0.1,0.3,0.3,5000,0.6
477,100,0,0.4,10,0.1,0.3,0.3,5000,0.52
478,100,0,0.4,10,0.1,0.3,0.3,5000,0.62
479,100,0,0.4,10,0.1,0.3,0.3,858,1
480,100,0,0.4,10,0.1,0.3,0.3,5000,0.87
481,100,0,0.4,10,0.1,0.3,0.4,5000,0.56
482,100,0,0.4,10,0.1,0.3,0.4,5000,0.65
483,100,0,0.4,10,0.1,0.3,0.4,5000,0.73
484,100,0,0.4,10,0.1,0.3,0.4,5000,0.99
485,100,0,0.4,10,0.1,0.3,0.4,5000,0.7
486,100,0,0.4,10,0.1,0.3,0.4,311,1
487,100,0,0.4,10,0.1,0.3,0.4,5000,0.68
488,100,0,0.4,10,0.1,0.3,0.4,5000,0.88
489,100,0,0.4,10,0.1,0.3,0.4,5000,0.64
490,100,0,0.4,10,0.1,0.3,0.4,5000,0.69
491,100,0,0.4,10,0.1,0.3,0.5,5000,0.53
492,100,0,0.4,10,0.1,0.3,0.5,5000,0.58
493,100,0,0.4,10,0.1,0.3,0.5,388,1
494,100,0,0.4,10,0.1,0.3,0.5,5000,0.53
495,100,0,0.4,10,0.1,0.3,0.5,5000,0.82
496,100,0,0.4,10,0.1,0.3,0.5,366,1
497,100,0,0.4,10,0.1,0.3,0.5,5000,0.71
498,100,0,0.4,10,0.1,0.3,0.5,427,1
499,100,0,0.4,10,0.1,0.3,0.5,5000,0.72
500,100,0,0.4,10,0.1,0.3,0.5,5000,0.9
501,100,0,0.4,10,0.1,0.3,0.6,5000,0.57
502,100,0,0.4,10,0.1,0.3,0.6,5000,0.72
503,100,0,0.4,10,0.1,0.3,0.6,5000,0.52
504,100,0,0.4,10,0.1,0.3,0.6,5000,0.59
505,100,0,0.4,10,0.1,0.3,0.6,5000,0.53
506,100,0,0.4,10,0.1,0.3,0.6,5000,0.58
507,100,0,0.4,10,0.1,0.3,0.6,5000,0.6
508,100,0,0.4,10,0.1,0.3,0.6,5000,0.6
509,100,0,0.4,10,0.1,0.3,0.6,348,1
510,100,0,0.4,10,0.1,0.3,0.6,5000,0.73
511,100,0,0.4,10,0.1,0.3,0.7,5000,0.71
512,100,0,0.4,10,0.1,0.3,0.7,5000,0.58
513,100,0,0.4,10,0.1,0.3,0.7,460,1
514,100,0,0.4,10,0.1,0.3,0.7,5000,0.8
515,100,0,0.4,10,0.1,0.3,0.7,5000,0.51
516,100,0,0.4,10,0.1,0.3,0.7,435,1
517,100,0,0.4,10,0.1,0.3,0.7,5000,0.8
518,100,0,0.4,10,0.1,0.3,0.7,5000,0.5
519,100,0,0.4,10,0.1,0.3,0.7,5000,0.57
520,100,0,0.4,10,0.1,0.3,0.7,5000,0.6
521,100,0,0.4,10,0.1,0.3,0.8,5000,0.52
522,100,0,0.4,10,0.1,0.3,0.8,5000,0.59
523,100,0,0.4,10,0.1,0.3,0.8,3051,1
524,100,0,0.4,10,0.1,0.3,0.8,5000,0.66
525,100,0,0.4,10,0.1,0.3,0.8,5000,0.82
526,100,0,0.4,10,0.1,0.3,0.8,5000,0.68
527,100,0,0.4,10,0.1,0.3,0.8,5000,0.99
528,100,0,0.4,10,0.1,0.3,0.8,5000,0.6
529,100,0,0.4,10,0.1,0.3,0.8,5000,0.76
530,100,0,0.4,10,0.1,0.3,0.8,5000,0.57
531,100,0,0.4,10,0.1,0.3,0.9,5000,0.54
532,100,0,0.4,10,0.1,0.3,0.9,1007,1
533,100,0,0.4,10,0.1,0.3,0.9,5000,0.6
534,100,0,0.4,10,0.1,0.3,0.9,5000,0.62
535,100,0,0.4,10,0.1,0.3,0.9,5000,0.51
536,100,0,0.4,10,0.1,0.3,0.9,5000,0.76
537,100,0,0.4,10,0.1,0.3,0.9,5000,0.52
538,100,0,0.4,10,0.1,0.3,0.9,5000,0.68
539,100,0,0.4,10,0.1,0.3,0.9,5000,0.6
540,100,0,0.4,10,0.1,0.3,0.9,5000,0.72
541,100,0,0.4,10,0.1,0.3,1,5000,0.67
542,100,0,0.4,10,0.1,0.3,1,360,1
543,100,0,0.4,10,0.1,0.3,1,5000,0.66
544,100,0,0.4,10,0.1,0.3,1,5000,0.63
545,100,0,0.4,10,0.1,0.3,1,5000,0.76
546,100,0,0.4,10,0.1,0.3,1,5000,0.51
547,100,0,0.4,10,0.1,0.3,1,5000,0.51
548,100,0,0.4,10,0.1,0.3,1,5000,0.74
549,100,0,0.4,10,0.1,0.3,1,5000,0.66
550,100,0,0.4,10,0.1,0.3,1,5000,0.7
551,100,0,0.5,10,0.1,0.3,0,5000,0.82
552,100,0,0.5,10,0.1,0.3,0,324,1
553,100,0,0.5,10,0.1,0.3,0,5000,0.54
554,100,0,0.5,10,0.1,0.3,0,5000,0.51
555,100,0,0.5,10,0.1,0.3,0,5000,0.57
556,100,0,0.5,10,0.1,0.3,0,5000,0.88
557,100,0,0.5,10,0.1,0.3,0,5000,0.51
558,100,0,0.5,10,0.1,0.3,0,5000,0.75
559,100,0,0.5,10,0.1,0.3,0,5000,0.53
560,100,0,0.5,10,0.1,0.3,0,5000,0.58
561,100,0,0.5,10,0.1,0.3,0.1,5000,0.51
562,100,0,0.5,10,0.1,0.3,0.1,5000,0.63
563,100,0,0.5,10,0.1,0.3,0.1,400,1
564,100,0,0.5,10,0.1,0.3,0.1,5000,0.67
565,100,0,0.5,10,0.1,0.3,0.1,5000,0.68
566,100,0,0.5,10,0.1,0.3,0.1,5000,0.96
567,100,0,0.5,10,0.1,0.3,0.1,5000,0.92
568,100,0,0.5,10,0.1,0.3,0.1,5000,0.51
569,100,0,0.5,10,0.1,0.3,0.1,5000,0.56
570,100,0,0.5,10,0.1,0.3,0.1,1826,1
571,100,0,0.5,10,0.1,0.3,0.2,5000,0.65
572,100,0,0.5,10,0.1,0.3,0.2,5000,0.63
573,100,0,0.5,10,0.1,0.3,0.2,5000,0.61
574,100,0,0.5,10,0.1,0.3,0.2,5000,0.57
575,100,0,0.5,10,0.1,0.3,0.2,5000,0.71
576,100,0,0.5,10,0.1,0.3,0.2,5000,0.79
577,100,0,0.5,10,0.1,0.3,0.2,5000,0.65
578,100,0,0.5,10,0.1,0.3,0.2,5000,0.59
579,100,0,0.5,10,0.1,0.3,0.2,5000,0.69
580,100,0,0.5,10,0.1,0.3,0.2,4698,1
581,100,0,0.5,10,0.1,0.3,0.3,5000,0.55
582,100,0,0.5,10,0.1,0.3,0.3,5000,0.68
583,100,0,0.5,10,0.1,0.3,0.3,336,1
584,100,0,0.5,10,0.1,0.3,0.3,723,1
585,100,0,0.5,10,0.1,0.3,0.3,5000,0.54
586,100,0,0.5,10,0.1,0.3,0.3,325,1
587,100,0,0.5,10,0.1,0.3,0.3,5000,0.68
588,100,0,0.5,10,0.1,0.3,0.3,5000,0.59
589,100,0,0.5,10,0.1,0.3,0.3,5000,0.76
590,100,0,0.5,10,0.1,0.3,0.3,5000,0.53
591,100,0,0.5,10,0.1,0.3,0.4,5000,0.51
592,100,0,0.5,10,0.1,0.3,0.4,5000,0.57
593,100,0,0.5,10,0.1,0.3,0.4,5000,0.62
594,100,0,0.5,10,0.1,0.3,0.4,5000,0.6
595,100,0,0.5,10,0.1,0.3,0.4,5000,0.61
596,100,0,0.5,10,0.1,0.3,0.4,5000,0.61
597,100,0,0.5,10,0.1,0.3,0.4,5000,0.67
598,100,0,0.5,10,0.1,0.3,0.4,5000,0.78
599,100,0,0.5,10,0.1,0.3,0.4,5000,0.52
600,100,0,0.5,10,0.1,0.3,0.4,5000,0.6
601,100,0,0.5,10,0.1,0.3,0.5,5000,0.95
602,100,0,0.5,10,0.1,0.3,0.5,5000,0.55
603,100,0,0.5,10,0.1,0.3,0.5,803,1
604,100,0,0.5,10,0.1,0.3,0.5,5000,0.75
605,100,0,0.5,10,0.1,0.3,0.5,5000,0.6
606,100,0,0.5,10,0.1,0.3,0.5,5000,0.61
607,100,0,0.5,10,0.1,0.3,0.5,5000,0.89
608,100,0,0.5,10,0.1,0.3,0.5,301,1
609,100,0,0.5,10,0.1,0.3,0.5,5000,0.72
610,100,0,0.5,10,0.1,0.3,0.5,396,1
611,100,0,0.5,10,0.1,0.3,0.6,5000,0.64
612,100,0,0.5,10,0.1,0.3,0.6,5000,0.64
613,100,0,0.5,10,0.1,0.3,0.6,5000,0.5
614,100,0,0.5,10,0.1,0.3,0.6,5000,0.52
615,100,0,0.5,10,0.1,0.3,0.6,5000,0.62
616,100,0,0.5,10,0.1,0.3,0.6,5000,0.76
617,100,0,0.5,10,0.1,0.3,0.6,5000,0.51
618,100,0,0.5,10,0.1,0.3,0.6,5000,0.51
619,100,0,0.5,10,0.1,0.3,0.6,5000,0.58
620,100,0,0.5,10,0.1,0.3,0.6,5000,0.55
621,100,0,0.5,10,0.1,0.3,0.7,5000,0.73
622,100,0,0.5,10,0.1,0.3,0.7,5000,0.63
623,100,0,0.5,10,0.1,0.3,0.7,5000,0.73
624,100,0,0.5,10,0.1,0.3,0.7,5000,0.55
625,100,0,0.5,10,0.1,0.3,0.7,5000,0.68
626,100,0,0.5,10,0.1,0.3,0.7,5000,0.57
627,100,0,0.5,10,0.1,0.3,0.7,5000,0.59
628,100,0,0.5,10,0.1,0.3,0.7,5000,0.51
629,100,0,0.5,10,0.1,0.3,0.7,5000,0.5
630,100,0,0.5,10,0.1,0.3,0.7,5000,0.53
631,100,0,0.5,10,0.1,0.3,0.8,5000,0.62
632,100,0,0.5,10,0.1,0.3,0.8,5000,0.55
633,100,0,0.5,10,0.1,0.3,0.8,5000,0.69
634,100,0,0.5,10,0.1,0.3,0.8,5000,0.58
635,100,0,0.5,10,0.1,0.3,0.8,5000,0.78
636,100,0,0.5,10,0.1,0.3,0.8,5000,0.73
637,100,0,0.5,10,0.1,0.3,0.8,5000,0.61
638,100,0,0.5,10,0.1,0.3,0.8,5000,0.74
639,100,0,0.5,10,0.1,0.3,0.8,5000,0.52
640,100,0,0.5,10,0.1,0.3,0.8,5000,0.86
641,100,0,0.5,10,0.1,0.3,0.9,5000,0.72
642,100,0,0.5,10,0.1,0.3,0.9,1748,1
643,100,0,0.5,10,0.1,0.3,0.9,5000,0.61
644,100,0,0.5,10,0.1,0.3,0.9,5000,0.95
645,100,0,0.5,10,0.1,0.3,0.9,5000,0.52
646,100,0,0.5,10,0.1,0.3,0.9,5000,0.61
647,100,0,0.5,10,0.1,0.3,0.9,5000,0.87
648,100,0,0.5,10,0.1,0.3,0.9,5000,0.5
649,100,0,0.5,10,0.1,0.3,0.9,5000,0.52
650,100,0,0.5,10,0.1,0.3,0.9,5000,0.79
651,100,0,0.5,10,0.1,0.3,1,5000,0.55
652,100,0,0.5,10,0.1,0.3,1,5000,0.88
653,100,0,0.5,10,0.1,0.3,1,5000,0.58
654,100,0,0.5,10,0.1,0.3,1,5000,0.5
655,100,0,0.5,10,0.1,0.3,1,5000,0.71
656,100,0,0.5,10,0.1,0.3,1,5000,0.63
657,100,0,0.5,10,0.1,0.3,1,307,1
658,100,0,0.5,10,0.1,0.3,1,5000,0.99
659,100,0,0.5,10,0.1,0.3,1,5000,0.73
660,100,0,0.5,10,0.1,0.3,1,5000,0.61
661,100,0,0.6,10,0.1,0.3,0,5000,0.53
662,100,0,0.6,10,0.1,0.3,0,5000,0.68
663,100,0,0.6,10,0.1,0.3,0,5000,0.72
664,100,0,0.6,10,0.1,0.3,0,5000,0.58
665,100,0,0.6,10,0.1,0.3,0,5000,0.71
666,100,0,0.6,10,0.1,0.3,0,5000,0.96
667,100,0,0.6,10,0.1,0.3,0,5000,0.63
668,100,0,0.6,10,0.1,0.3,0,264,1
669,100,0,0.6,10,0.1,0.3,0,5000,0.99
670,100,0,0.6,10,0.1,0.3,0,5000,0.52
671,100,0,0.6,10,0.1,0.3,0.1,352,1
672,100,0,0.6,10,0.1,0.3,0.1,5000,0.66
673,100,0,0.6,10,0.1,0.3,0.1,5000,0.65
674,100,0,0.6,10,0.1,0.3,0.1,5000,0.55
675,100,0,0.6,10,0.1,0.3,0.1,5000,0.75
676,100,0,0.6,10,0.1,0.3,0.1,5000,0.85
677,100,0,0.6,10,0.1,0.3,0.1,5000,0.79
678,100,0,0.6,10,0.1,0.3,0.1,5000,0.74
679,100,0,0.6,10,0.1,0.3,0.1,5000,0.55
680,100,0,0.6,10,0.1,0.3,0.1,5000,0.65
681,100,0,0.6,10,0.1,0.3,0.2,380,1
682,100,0,0.6,10,0.1,0.3,0.2,5000,0.55
683,100,0,0.6,10,0.1,0.3,0.2,5000,0.61
684,100,0,0.6,10,0.1,0.3,0.2,5000,0.83
685,100,0,0.6,10,0.1,0.3,0.2,5000,0.82
686,100,0,0.6,10,0.1,0.3,0.2,5000,0.79
687,100,0,0.6,10,0.1,0.3,0.2,5000,0.57
688,100,0,0.6,10,0.1,0.3,0.2,5000,0.56
689,100,0,0.6,10,0.1,0.3,0.2,5000,0.58
690,100,0,0.6,10,0.1,0.3,0.2,5000,0.74
691,100,0,0.6,10,0.1,0.3,0.3,317,1
692,100,0,0.6,10,0.1,0.3,0.3,5000,0.78
693,100,0,0.6,10,0.1,0.3,0.3,5000,0.55
694,100,0,0.6,10,0.1,0.3,0.3,5000,0.72
695,100,0,0.6,10,0.1,0.3,0.3,5000,0.55
696,100,0,0.6,10,0.1,0.3,0.3,5000,0.59
697,100,0,0.6,10,0.1,0.3,0.3,5000,0.63
698,100,0,0.6,10,0.1,0.3,0.3,5000,0.64
699,100,0,0.6,10,0.1,0.3,0.3,5000,0.53
700,100,0,0.6,10,0.1,0.3,0.3,5000,0.54
701,100,0,0.6,10,0.1,0.3,0.4,5000,0.83
702,100,0,0.6,10,0.1,0.3,0.4,5000,0.63
703,100,0,0.6,10,0.1,0.3,0.4,5000,0.55
704,100,0,0.6,10,0.1,0.3,0.4,5000,0.88
705,100,0,0.6,10,0.1,0.3,0.4,5000,0.74
706,100,0,0.6,10,0.1,0.3,0.4,5000,0.51
707,100,0,0.6,10,0.1,0.3,0.4,5000,0.71
708,100,0,0.6,10,0.1,0.3,0.4,5000,0.66
709,100,0,0.6,10,0.1,0.3,0.4,5000,0.52
710,100,0,0.6,10,0.1,0.3,0.4,402,1
711,100,0,0.6,10,0.1,0.3,0.5,5000,0.59
712,100,0,0.6,10,0.1,0.3,0.5,5000,0.56
713,100,0,0.6,10,0.1,0.3,0.5,5000,0.56
714,100,0,0.6,10,0.1,0.3,0.5,5000,0.57
715,100,0,0.6,10,0.1,0.3,0.5,5000,0.72
716,100,0,0.6,10,0.1,0.3,0.5,5000,0.65
717,100,0,0.6,10,0.1,0.3,0.5,5000,0.5
718,100,0,0.6,10,0.1,0.3,0.5,5000,0.72
719,100,0,0.6,10,0.1,0.3,0.5,5000,0.55
720,100,0,0.6,10,0.1,0.3,0.5,363,1
721,100,0,0.6,10,0.1,0.3,0.6,5000,0.52
722,100,0,0.6,10,0.1,0.3,0.6,5000,0.57
723,100,0,0.6,10,0.1,0.3,0.6,5000,0.54
724,100,0,0.6,10,0.1,0.3,0.6,366,1
725,100,0,0.6,10,0.1,0.3,0.6,5000,0.87
726,100,0,0.6,10,0.1,0.3,0.6,5000,0.61
727,100,0,0.6,10,0.1,0.3,0.6,5000,0.59
728,100,0,0.6,10,0.1,0.3,0.6,327,1
729,100,0,0.6,10,0.1,0.3,0.6,5000,0.55
730,100,0,0.6,10,0.1,0.3,0.6,5000,0.71
731,100,0,0.6,10,0.1,0.3,0.7,5000,0.59
732,100,0,0.6,10,0.1,0.3,0.7,5000,0.53
733,100,0,0.6,10,0.1,0.3,0.7,5000,0.54
734,100,0,0.6,10,0.1,0.3,0.7,5000,0.64
735,100,0,0.6,10,0.1,0.3,0.7,5000,0.64
736,100,0,0.6,10,0.1,0.3,0.7,5000,0.76
737,100,0,0.6,10,0.1,0.3,0.7,5000,0.57
738,100,0,0.6,10,0.1,0.3,0.7,5000,0.56
739,100,0,0.6,10,0.1,0.3,0.7,5000,0.55
740,100,0,0.6,10,0.1,0.3,0.7,5000,0.54
741,100,0,0.6,10,0.1,0.3,0.8,5000,0.82
742,100,0,0.6,10,0.1,0.3,0.8,5000,0.56
743,100,0,0.6,10,0.1,0.3,0.8,5000,0.67
744,100,0,0.6,10,0.1,0.3,0.8,5000,0.56
745,100,0,0.6,10,0.1,0.3,0.8,5000,0.69
746,100,0,0.6,10,0.1,0.3,0.8,5000,0.63
747,100,0,0.6,10,0.1,0.3,0.8,996,1
748,100,0,0.6,10,0.1,0.3,0.8,5000,0.75
749,100,0,0.6,10,0.1,0.3,0.8,5000,0.63
750,100,0,0.6,10,0.1,0.3,0.8,337,1
751,100,0,0.6,10,0.1,0.3,0.9,5000,0.53
752,100,0,0.6,10,0.1,0.3,0.9,5000,0.52
753,100,0,0.6,10,0.1,0.3,0.9,5000,0.51
754,100,0,0.6,10,0.1,0.3,0.9,5000,0.63
755,100,0,0.6,10,0.1,0.3,0.9,287,1
756,100,0,0.6,10,0.1,0.3,0.9,5000,0.53
757,100,0,0.6,10,0.1,0.3,0.9,330,1
758,100,0,0.6,10,0.1,0.3,0.9,5000,0.59
759,100,0,0.6,10,0.1,0.3,0.9,363,1
760,100,0,0.6,10,0.1,0.3,0.9,5000,0.59
761,100,0,0.6,10,0.1,0.3,1,5000,0.65
762,100,0,0.6,10,0.1,0.3,1,5000,0.57
763,100,0,0.6,10,0.1,0.3,1,5000,0.68
764,100,0,0.6,10,0.1,0.3,1,5000,0.73
765,100,0,0.6,10,0.1,0.3,1,5000,0.6
766,100,0,0.6,10,0.1,0.3,1,5000,0.53
767,100,0,0.6,10,0.1,0.3,1,5000,0.58
768,100,0,0.6,10,0.1,0.3,1,5000,0.55
769,100,0,0.6,10,0.1,0.3,1,5000,0.64
770,100,0,0.6,10,0.1,0.3,1,5000,0.65
771,100,0,0.7,10,0.1,0.3,0,5000,0.88
772,100,0,0.7,10,0.1,0.3,0,5000,0.7
773,100,0,0.7,10,0.1,0.3,0,303,1
774,100,0,0.7,10,0.1,0.3,0,5000,0.89
775,100,0,0.7,10,0.1,0.3,0,241,1
776,100,0,0.7,10,0.1,0.3,0,5000,0.55
777,100,0,0.7,10,0.1,0.3,0,5000,0.68
778,100,0,0.7,10,0.1,0.3,0,5000,0.95
779,100,0,0.7,10,0.1,0.3,0,448,1
780,100,0,0.7,10,0.1,0.3,0,5000,0.63
781,100,0,0.7,10,0.1,0.3,0.1,5000,0.93
782,100,0,0.7,10,0.1,0.3,0.1,5000,0.78
783,100,0,0.7,10,0.1,0.3,0.1,5000,0.84
784,100,0,0.7,10,0.1,0.3,0.1,5000,0.73
785,100,0,0.7,10,0.1,0.3,0.1,5000,0.69
786,100,0,0.7,10,0.1,0.3,0.1,5000,0.57
787,100,0,0.7,10,0.1,0.3,0.1,5000,0.61
788,100,0,0.7,10,0.1,0.3,0.1,5000,0.87
789,100,0,0.7,10,0.1,0.3,0.1,5000,0.51
790,100,0,0.7,10,0.1,0.3,0.1,5000,0.72
791,100,0,0.7,10,0.1,0.3,0.2,5000,0.91
792,100,0,0.7,10,0.1,0.3,0.2,5000,0.97
793,100,0,0.7,10,0.1,0.3,0.2,5000,0.52
794,100,0,0.7,10,0.1,0.3,0.2,5000,0.57
795,100,0,0.7,10,0.1,0.3,0.2,5000,0.85
796,100,0,0.7,10,0.1,0.3,0.2,5000,0.64
797,100,0,0.7,10,0.1,0.3,0.2,5000,0.61
798,100,0,0.7,10,0.1,0.3,0.2,5000,0.62
799,100,0,0.7,10,0.1,0.3,0.2,5000,0.61
800,100,0,0.7,10,0.1,0.3,0.2,5000,0.74
801,100,0,0.7,10,0.1,0.3,0.3,5000,0.58
802,100,0,0.7,10,0.1,0.3,0.3,5000,0.63
803,100,0,0.7,10,0.1,0.3,0.3,5000,0.58
804,100,0,0.7,10,0.1,0.3,0.3,5000,0.57
805,100,0,0.7,10,0.1,0.3,0.3,5000,0.77
806,100,0,0.7,10,0.1,0.3,0.3,5000,0.68
807,100,0,0.7,10,0.1,0.3,0.3,5000,0.95
