[run number],n-turtles,spread-chance,pop-weight,n-groups,familiarity-inc,group-tightness,fam-weight,[steps],proportion
808,100,0,0.7,10,0.1,0.3,0.3,5000,0.73
809,100,0,0.7,10,0.1,0.3,0.3,5000,0.9
810,100,0,0.7,10,0.1,0.3,0.3,5000,0.68
811,100,0,0.7,10,0.1,0.3,0.4,5000,0.58
812,100,0,0.7,10,0.1,0.3,0.4,5000,0.59
813,100,0,0.7,10,0.1,0.3,0.4,5000,0.8
814,100,0,0.7,10,0.1,0.3,0.4,5000,0.61
815,100,0,0.7,10,0.1,0.3,0.4,376,1
816,100,0,0.7,10,0.1,0.3,0.4,5000,0.69
817,100,0,0.7,10,0.1,0.3,0.4,5000,0.93
818,100,0,0.7,10,0.1,0.3,0.4,5000,0.81
819,100,0,0.7,10,0.1,0.3,0.4,5000,0.82
820,100,0,0.7,10,0.1,0.3,0.4,5000,0.81
821,100,0,0.7,10,0.1,0.3,0.5,5000,0.6
822,100,0,0.7,10,0.1,0.3,0.5,5000,0.55
823,100,0,0.7,10,0.1,0.3,0.5,5000,0.79
824,100,0,0.7,10,0.1,0.3,0.5,5000,0.7
825,100,0,0.7,10,0.1,0.3,0.5,5000,0.57
826,100,0,0.7,10,0.1,0.3,0.5,5000,0.66
827,100,0,0.7,10,0.1,0.3,0.5,5000,0.54
828,100,0,0.7,10,0.1,0.3,0.5,5000,0.63
829,100,0,0.7,10,0.1,0.3,0.5,5000,0.69
830,100,0,0.7,10,0.1,0.3,0.5,5000,0.69
831,100,0,0.7,10,0.1,0.3,0.6,5000,0.58
832,100,0,0.7,10,0.1,0.3,0.6,5000,0.54
833,100,0,0.7,10,0.1,0.3,0.6,5000,0.76
834,100,0,0.7,10,0.1,0.3,0.6,5000,0.65
835,100,0,0.7,10,0.1,0.3,0.6,5000,0.57
836,100,0,0.7,10,0.1,0.3,0.6,5000,0.73
837,100,0,0.7,10,0.1,0.3,0.6,5000,0.62
838,100,0,0.7,10,0.1,0.3,0.6,5000,0.57
839,100,0,0.7,10,0.1,0.3,0.6,5000,0.64
840,100,0,0.7,10,0.1,0.3,0.6,5000,0.71
841,100,0,0.7,10,0.1,0.3,0.7,5000,0.59
842,100,0,0.7,10,0.1,0.3,0.7,5000,0.55
843,100,0,0.7,10,0.1,0.3,0.7,5000,0.57
844,100,0,0.7,10,0.1,0.3,0.7,5000,0.55
845,100,0,0.7,10,0.1,0.3,0.7,5000,0.57
846,100,0,0.7,10,0.1,0.3,0.7,5000,0.51
847,100,0,0.7,10,0.1,0.3,0.7,5000,0.63
848,100,0,0.7,10,0.1,0.3,0.7,264,1
849,100,0,0.7,10,0.1,0.3,0.7,5000,0.72
850,100,0,0.7,10,0.1,0.3,0.7,5000,0.61
851,100,0,0.7,10,0.1,0.3,0.8,5000,0.63
852,100,0,0.7,10,0.1,0.3,0.8,5000,0.59
853,100,0,0.7,10,0.1,0.3,0.8,5000,0.58
854,100,0,0.7,10,0.1,0.3,0.8,5000,0.51
855,100,0,0.7,10,0.1,0.3,0.8,5000,0.97
856,100,0,0.7,10,0.1,0.3,0.8,5000,0.52
857,100,0,0.7,10,0.1,0.3,0.8,5000,0.57
858,100,0,0.7,10,0.1,0.3,0.8,5000,0.53
859,100,0,0.7,10,0.1,0.3,0.8,5000,0.88
860,100,0,0.7,10,0.1,0.3,0.8,5000,0.54
861,100,0,0.7,10,0.1,0.3,0.9,5000,0.69
862,100,0,0.7,10,0.1,0.3,0.9,5000,0.68
863,100,0,0.7,10,0.1,0.3,0.9,5000,0.55
864,100,0,0.7,10,0.1,0.3,0.9,5000,0.51
865,100,0,0.7,10,0.1,0.3,0.9,5000,0.54
866,100,0,0.7,10,0.1,0.3,0.9,5000,0.51
867,100,0,0.7,10,0.1,0.3,0.9,5000,0.52
868,100,0,0.7,10,0.1,0.3,0.9,5000,0.62
869,100,0,0.7,10,0.1,0.3,0.9,607,1
870,100,0,0.7,10,0.1,0.3,0.9,5000,0.54
871,100,0,0.7,10,0.1,0.3,1,5000,0.67
872,100,0,0.7,10,0.1,0.3,1,5000,0.53
873,100,0,0.7,10,0.1,0.3,1,5000,0.58
874,100,0,0.7,10,0.1,0.3,1,5000,0.64
875,100,0,0.7,10,0.1,0.3,1,5000,0.67
876,100,0,0.7,10,0.1,0.3,1,5000,0.51
877,100,0,0.7,10,0.1,0.3,1,5000,0.71
878,100,0,0.7,10,0.1,0.3,1,5000,0.56
879,100,0,0.7,10,0.1,0.3,1,5000,0.59
880,100,0,0.7,10,0.1,0.3,1,5000,0.78
881,100,0,0.8,10,0.1,0.3,0,5000,0.54
882,100,0,0.8,10,0.1,0.3,0,5000,0.9
883,100,0,0.8,10,0.1,0.3,0,5000,0.74
884,100,0,0.8,10,0.1,0.3,0,5000,0.65
885,100,0,0.8,10,0.1,0.3,0,5000,0.63
886,100,0,0.8,10,0.1,0.3,0,5000,0.55
887,100,0,0.8,10,0.1,0.3,0,5000,0.8
888,100,0,0.8,10,0.1,0.3,0,5000,0.61
889,100,0,0.8,10,0.1,0.3,0,5000,0.9
890,100,0,0.8,10,0.1,0.3,0,5000,0.58
891,100,0,0.8,10,0.1,0.3,0.1,5000,0.52
892,100,0,0.8,10,0.1,0.3,0.1,5000,0.66
893,100,0,0.8,10,0.1,0.3,0.1,5000,0.92
894,100,0,0.8,10,0.1,0.3,0.1,5000,0.68
895,100,0,0.8,10,0.1,0.3,0.1,5000,0.8
896,100,0,0.8,10,0.1,0.3,0.1,5000,0.85
897,100,0,0.8,10,0.1,0.3,0.1,5000,0.56
898,100,0,0.8,10,0.1,0.3,0.1,271,1
899,100,0,0.8,10,0.1,0.3,0.1,301,1
900,100,0,0.8,10,0.1,0.3,0.1,5000,0.94
901,100,0,0.8,10,0.1,0.3,0.2,5000,0.77
902,100,0,0.8,10,0.1,0.3,0.2,5000,0.84
903,100,0,0.8,10,0.1,0.3,0.2,5000,0.67
904,100,0,0.8,10,0.1,0.3,0.2,1064,1
905,100,0,0.8,10,0.1,0.3,0.2,3926,1
906,100,0,0.8,10,0.1,0.3,0.2,5000,0.55
907,100,0,0.8,10,0.1,0.3,0.2,365,1
908,100,0,0.8,10,0.1,0.3,0.2,5000,0.62
909,100,0,0.8,10,0.1,0.3,0.2,415,1
910,100,0,0.8,10,0.1,0.3,0.2,1541,1
911,100,0,0.8,10,0.1,0.3,0.3,5000,0.5
912,100,0,0.8,10,0.1,0.3,0.3,5000,0.6
913,100,0,0.8,10,0.1,0.3,0.3,5000,0.86
914,100,0,0.8,10,0.1,0.3,0.3,5000,0.7
915,100,0,0.8,10,0.1,0.3,0.3,5000,0.55
916,100,0,0.8,10,0.1,0.3,0.3,5000,0.78
917,100,0,0.8,10,0.1,0.3,0.3,5000,0.98
918,100,0,0.8,10,0.1,0.3,0.3,5000,0.5
919,100,0,0.8,10,0.1,0.3,0.3,5000,0.51
920,100,0,0.8,10,0.1,0.3,0.3,1123,1
921,100,0,0.8,10,0.1,0.3,0.4,5000,0.56
922,100,0,0.8,10,0.1,0.3,0.4,5000,0.52
923,100,0,0.8,10,0.1,0.3,0.4,5000,0.52
924,100,0,0.8,10,0.1,0.3,0.4,5000,0.87
925,100,0,0.8,10,0.1,0.3,0.4,5000,0.53
926,100,0,0.8,10,0.1,0.3,0.4,5000,0.96
927,100,0,0.8,10,0.1,0.3,0.4,5000,0.53
928,100,0,0.8,10,0.1,0.3,0.4,5000,0.56
929,100,0,0.8,10,0.1,0.3,0.4,5000,0.55
930,100,0,0.8,10,0.1,0.3,0.4,5000,0.51
931,100,0,0.8,10,0.1,0.3,0.5,5000,0.76
932,100,0,0.8,10,0.1,0.3,0.5,3183,1
933,100,0,0.8,10,0.1,0.3,0.5,5000,0.73
934,100,0,0.8,10,0.1,0.3,0.5,5000,0.56
935,100,0,0.8,10,0.1,0.3,0.5,5000,0.68
936,100,0,0.8,10,0.1,0.3,0.5,5000,0.85
937,100,0,0.8,10,0.1,0.3,0.5,5000,0.77
938,100,0,0.8,10,0.1,0.3,0.5,5000,0.62
939,100,0,0.8,10,0.1,0.3,0.5,5000,0.51
940,100,0,0.8,10,0.1,0.3,0.5,5000,0.7
941,100,0,0.8,10,0.1,0.3,0.6,5000,0.68
942,100,0,0.8,10,0.1,0.3,0.6,5000,0.62
943,100,0,0.8,10,0.1,0.3,0.6,5000,0.57
944,100,0,0.8,10,0.1,0.3,0.6,5000,0.76
945,100,0,0.8,10,0.1,0.3,0.6,5000,0.55
946,100,0,0.8,10,0.1,0.3,0.6,337,1
947,100,0,0.8,10,0.1,0.3,0.6,5000,0.54
948,100,0,0.8,10,0.1,0.3,0.6,5000,0.7
949,100,0,0.8,10,0.1,0.3,0.6,374,1
950,100,0,0.8,10,0.1,0.3,0.6,304,1
951,100,0,0.8,10,0.1,0.3,0.7,5000,0.72
952,100,0,0.8,10,0.1,0.3,0.7,5000,0.57
953,100,0,0.8,10,0.1,0.3,0.7,5000,0.73
954,100,0,0.8,10,0.1,0.3,0.7,5000,0.59
955,100,0,0.8,10,0.1,0.3,0.7,5000,0.5
956,100,0,0.8,10,0.1,0.3,0.7,5000,0.76
957,100,0,0.8,10,0.1,0.3,0.7,289,1
958,100,0,0.8,10,0.1,0.3,0.7,5000,0.55
959,100,0,0.8,10,0.1,0.3,0.7,5000,0.69
960,100,0,0.8,10,0.1,0.3,0.7,5000,0.67
961,100,0,0.8,10,0.1,0.3,0.8,5000,0.7
962,100,0,0.8,10,0.1,0.3,0.8,5000,0.9
963,100,0,0.8,10,0.1,0.3,0.8,5000,0.56
964,100,0,0.8,10,0.1,0.3,0.8,5000,0.52
965,100,0,0.8,10,0.1,0.3,0.8,5000,0.6
966,100,0,0.8,10,0.1,0.3,0.8,5000,0.87
967,100,0,0.8,10,0.1,0.3,0.8,5000,0.56
968,100,0,0.8,10,0.1,0.3,0.8,5000,0.66
969,100,0,0.8,10,0.1,0.3,0.8,5000,0.66
970,100,0,0.8,10,0.1,0.3,0.8,5000,0.8
971,100,0,0.8,10,0.1,0.3,0.9,5000,0.61
972,100,0,0.8,10,0.1,0.3,0.9,344,1
973,100,0,0.8,10,0.1,0.3,0.9,5000,0.65
974,100,0,0.8,10,0.1,0.3,0.9,487,1
975,100,0,0.8,10,0.1,0.3,0.9,5000,0.57
976,100,0,0.8,10,0.1,0.3,0.9,5000,0.63
977,100,0,0.8,10,0.1,0.3,0.9,308,1
978,100,0,0.8,10,0.1,0.3,0.9,5000,0.56
979,100,0,0.8,10,0.1,0.3,0.9,5000,0.61
980,100,0,0.8,10,0.1,0.3,0.9,5000,0.52
981,100,0,0.8,10,0.1,0.3,1,5000,0.58
982,100,0,0.8,10,0.1,0.3,1,5000,0.63
983,100,0,0.8,10,0.1,0.3,1,5000,0.67
984,100,0,0.8,10,0.1,0.3,1,5000,0.51
985,100,0,0.8,10,0.1,0.3,1,389,1
986,100,0,0.8,10,0.1,0.3,1,5000,0.57
987,100,0,0.8,10,0.1,0.3,1,5000,0.63
988,100,0,0.8,10,0.1,0.3,1,5000,0.72
989,100,0,0.8,10,0.1,0.3,1,5000,0.64
990,100,0,0.8,10,0.1,0.3,1,310,1
991,100,0,0.9,10,0.1,0.3,0,5000,0.97
992,100,0,0.9,10,0.1,0.3,0,312,1
993,100,0,0.9,10,0.1,0.3,0,5000,0.73
994,100,0,0.9,10,0.1,0.3,0,5000,0.84
995,100,0,0.9,10,0.1,0.3,0,5000,0.94
996,100,0,0.9,10,0.1,0.3,0,5000,0.85
997,100,0,0.9,10,0.1,0.3,0,5000,0.96
998,100,0,0.9,10,0.1,0.3,0,5000,0.83
999,100,0,0.9,10,0.1,0.3,0,5000,0.62
1000,100,0,0.9,10,0.1,0.3,0,5000,0.64
1001,100,0,0.9,10,0.1,0.3,0.1,5000,0.78
1002,100,0,0.9,10,0.1,0.3,0.1,5000,0.55
1003,100,0,0.9,10,0.1,0.3,0.1,302,1
1004,100,0,0.9,10,0.1,0.3,0.1,5000,0.65
1005,100,0,0.9,10,0.1,0.3,0.1,5000,0.88
1006,100,0,0.9,10,0.1,0.3,0.1,5000,0.95
1007,100,0,0.9,10,0.1,0.3,0.1,5000,0.74
1008,100,0,0.9,10,0.1,0.3,0.1,412,1
1009,100,0,0.9,10,0.1,0.3,0.1,5000,0.82
1010,100,0,0.9,10,0.1,0.3,0.1,5000,0.97
1011,100,0,0.9,10,0.1,0.3,0.2,5000,0.8
1012,100,0,0.9,10,0.1,0.3,0.2,5000,0.99
1013,100,0,0.9,10,0.1,0.3,0.2,5000,0.52
1014,100,0,0.9,10,0.1,0.3,0.2,362,1
1015,100,0,0.9,10,0.1,0.3,0.2,5000,0.82
1016,100,0,0.9,10,0.1,0.3,0.2,5000,0.67
1017,100,0,0.9,10,0.1,0.3,0.2,5000,0.65
1018,100,0,0.9,10,0.1,0.3,0.2,5000,0.58
1019,100,0,0.9,10,0.1,0.3,0.2,5000,0.8
1020,100,0,0.9,10,0.1,0.3,0.2,5000,0.66
1021,100,0,0.9,10,0.1,0.3,0.3,5000,0.78
1022,100,0,0.9,10,0.1,0.3,0.3,5000,0.65
1023,100,0,0.9,10,0.1,0.3,0.3,461,1
1024,100,0,0.9,10,0.1,0.3,0.3,5000,0.72
1025,100,0,0.9,10,0.1,0.3,0.3,5000,0.59
1026,100,0,0.9,10,0.1,0.3,0.3,5000,0.98
1027,100,0,0.9,10,0.1,0.3,0.3,5000,0.65
1028,100,0,0.9,10,0.1,0.3,0.3,5000,0.96
1029,100,0,0.9,10,0.1,0.3,0.3,5000,0.73
1030,100,0,0.9,10,0.1,0.3,0.3,5000,0.96
1031,100,0,0.9,10,0.1,0.3,0.4,5000,0.73
1032,100,0,0.9,10,0.1,0.3,0.4,5000,0.7
1033,100,0,0.9,10,0.1,0.3,0.4,5000,0.57
1034,100,0,0.9,10,0.1,0.3,0.4,5000,0.7
1035,100,0,0.9,10,0.1,0.3,0.4,5000,0.52
1036,100,0,0.9,10,0.1,0.3,0.4,5000,0.58
1037,100,0,0.9,10,0.1,0.3,0.4,5000,0.62
1038,100,0,0.9,10,0.1,0.3,0.4,5000,0.51
1039,100,0,0.9,10,0.1,0.3,0.4,5000,0.61
1040,100,0,0.9,10,0.1,0.3,0.4,5000,0.65
1041,100,0,0.9,10,0.1,0.3,0.5,5000,0.53
1042,100,0,0.9,10,0.1,0.3,0.5,5000,0.68
1043,100,0,0.9,10,0.1,0.3,0.5,245,1
1044,100,0,0.9,10,0.1,0.3,0.5,5000,0.65
1045,100,0,0.9,10,0.1,0.3,0.5,5000,0.75
1046,100,0,0.9,10,0.1,0.3,0.5,455,1
1047,100,0,0.9,10,0.1,0.3,0.5,5000,0.58
1048,100,0,0.9,10,0.1,0.3,0.5,5000,0.74
1049,100,0,0.9,10,0.1,0.3,0.5,321,1
1050,100,0,0.9,10,0.1,0.3,0.5,5000,0.56
1051,100,0,0.9,10,0.1,0.3,0.6,5000,0.53
1052,100,0,0.9,10,0.1,0.3,0.6,5000,0.65
1053,100,0,0.9,10,0.1,0.3,0.6,2992,1
1054,100,0,0.9,10,0.1,0.3,0.6,316,1
1055,100,0,0.9,10,0.1,0.3,0.6,5000,0.51
1056,100,0,0.9,10,0.1,0.3,0.6,5000,0.78
1057,100,0,0.9,10,0.1,0.3,0.6,5000,0.71
1058,100,0,0.9,10,0.1,0.3,0.6,5000,0.59
1059,100,0,0.9,10,0.1,0.3,0.6,5000,0.87
1060,100,0,0.9,10,0.1,0.3,0.6,5000,0.6
1061,100,0,0.9,10,0.1,0.3,0.7,5000,0.53
1062,100,0,0.9,10,0.1,0.3,0.7,5000,0.52
1063,100,0,0.9,10,0.1,0.3,0.7,5000,0.56
1064,100,0,0.9,10,0.1,0.3,0.7,5000,0.61
1065,100,0,0.9,10,0.1,0.3,0.7,274,1
1066,100,0,0.9,10,0.1,0.3,0.7,5000,0.53
1067,100,0,0.9,10,0.1,0.3,0.7,5000,0.66
1068,100,0,0.9,10,0.1,0.3,0.7,5000,0.54
1069,100,0,0.9,10,0.1,0.3,0.7,5000,0.73
1070,100,0,0.9,10,0.1,0.3,0.7,5000,0.85
1071,100,0,0.9,10,0.1,0.3,0.8,5000,0.58
1072,100,0,0.9,10,0.1,0.3,0.8,5000,0.52
1073,100,0,0.9,10,0.1,0.3,0.8,5000,0.68
1074,100,0,0.9,10,0.1,0.3,0.8,5000,0.6
1075,100,0,0.9,10,0.1,0.3,0.8,3455,1
1076,100,0,0.9,10,0.1,0.3,0.8,5000,0.73
1077,100,0,0.9,10,0.1,0.3,0.8,5000,0.63
1078,100,0,0.9,10,0.1,0.3,0.8,5000,0.52
1079,100,0,0.9,10,0.1,0.3,0.8,5000,0.67
1080,100,0,0.9,10,0.1,0.3,0.8,5000,0.75
1081,100,0,0.9,10,0.1,0.3,0.9,5000,0.55
1082,100,0,0.9,10,0.1,0.3,0.9,5000,0.59
1083,100,0,0.9,10,0.1,0.3,0.9,5000,0.67
1084,100,0,0.9,10,0.1,0.3,0.9,5000,0.73
1085,100,0,0.9,10,0.1,0.3,0.9,313,1
1086,100,0,0.9,10,0.1,0.3,0.9,5000,0.55
1087,100,0,0.9,10,0.1,0.3,0.9,5000,0.64
1088,100,0,0.9,10,0.1,0.3,0.9,5000,0.57
1089,100,0,0.9,10,0.1,0.3,0.9,5000,0.54
1090,100,0,0.9,10,0.1,0.3,0.9,5000,0.86
1091,100,0,0.9,10,0.1,0.3,1,257,1
1092,100,0,0.9,10,0.1,0.3,1,5000,0.55
1093,100,0,0.9,10,0.1,0.3,1,5000,0.59
1094,100,0,0.9,10,0.1,0.3,1,5000,0.86
1095,100,0,0.9,10,0.1,0.3,1,5000,0.58
1096,100,0,0.9,10,0.1,0.3,1,331,1
1097,100,0,0.9,10,0.1,0.3,1,5000,0.57
1098,100,0,0.9,10,0.1,0.3,1,277,1
1099,100,0,0.9,10,0.1,0.3,1,323,1
1100,100,0,0.9,10,0.1,0.3,1,5000,0.95
1101,100,0,1,10,0.1,0.3,0,5000,0.6
1102,100,0,1,10,0.1,0.3,0,5000,0.68
1103,100,0,1,10,0.1,0.3,0,2529,1
1104,100,0,1,10,0.1,0.3,0,5000,0.7
1105,100,0,1,10,0.1,0.3,0,5000,0.79
1106,100,0,1,10,0.1,0.3,0,5000,0.53
1107,100,0,1,10,0.1,0.3,0,5000,0.65
1108,100,0,1,10,0.1,0.3,0,5000,0.57
1109,100,0,1,10,0.1,0.3,0,5000,0.56
1110,100,0,1,10,0.1,0.3,0,5000,0.51
1111,100,0,1,10,0.1,0.3,0.1,5000,0.92
1112,100,0,1,10,0.1,0.3,0.1,5000,0.64
1113,100,0,1,10,0.1,0.3,0.1,5000,0.63
1114,100,0,1,10,0.1,0.3,0.1,5000,0.55
1115,100,0,1,10,0.1,0.3,0.1,5000,0.9
1116,100,0,1,10,0.1,0.3,0.1,1488,1
1117,100,0,1,10,0.1,0.3,0.1,5000,0.81
1118,100,0,1,10,0.1,0.3,0.1,238,1
1119,100,0,1,10,0.1,0.3,0.1,535,1
1120,100,0,1,10,0.1,0.3,0.1,5000,0.58
1121,100,0,1,10,0.1,0.3,0.2,5000,0.91
1122,100,0,1,10,0.1,0.3,0.2,5000,0.51
1123,100,0,1,10,0.1,0.3,0.2,5000,0.56
1124,100,0,1,10,0.1,0.3,0.2,5000,0.79
1125,100,0,1,10,0.1,0.3,0.2,327,1
1126,100,0,1,10,0.1,0.3,0.2,5000,0.93
1127,100,0,1,10,0.1,0.3,0.2,5000,0.51
1128,100,0,1,10,0.1,0.3,0.2,5000,0.62
1129,100,0,1,10,0.1,0.3,0.2,1921,1
1130,100,0,1,10,0.1,0.3,0.2,5000,0.59
1131,100,0,1,10,0.1,0.3,0.3,348,1
1132,100,0,1,10,0.1,0.3,0.3,5000,0.56
1133,100,0,1,10,0.1,0.3,0.3,5000,0.52
1134,100,0,1,10,0.1,0.3,0.3,5000,0.95
1135,100,0,1,10,0.1,0.3,0.3,5000,0.7
1136,100,0,1,10,0.1,0.3,0.3,5000,0.71
1137,100,0,1,10,0.1,0.3,0.3,5000,0.65
1138,100,0,1,10,0.1,0.3,0.3,5000,0.59
1139,100,0,1,10,0.1,0.3,0.3,5000,0.65
1140,100,0,1,10,0.1,0.3,0.3,258,1
1141,100,0,1,10,0.1,0.3,0.4,5000,0.69
1142,100,0,1,10,0.1,0.3,0.4,5000,0.81
1143,100,0,1,10,0.1,0.3,0.4,364,1
1144,100,0,1,10,0.1,0.3,0.4,5000,0.56
1145,100,0,1,10,0.1,0.3,0.4,5000,0.53
1146,100,0,1,10,0.1,0.3,0.4,5000,0.77
1147,100,0,1,10,0.1,0.3,0.4,5000,0.67
1148,100,0,1,10,0.1,0.3,0.4,5000,0.7
1149,100,0,1,10,0.1,0.3,0.4,5000,0.77
1150,100,0,1,10,0.1,0.3,0.4,5000,0.71
1151,100,0,1,10,0.1,0.3,0.5,5000,0.65
1152,100,0,1,10,0.1,0.3,0.5,242,1
1153,100,0,1,10,0.1,0.3,0.5,5000,0.87
1154,100,0,1,10,0.1,0.3,0.5,5000,0.85
1155,100,0,1,10,0.1,0.3,0.5,298,1
1156,100,0,1,10,0.1,0.3,0.5,5000,0.63
1157,100,0,1,10,0.1,0.3,0.5,5000,0.86
1158,100,0,1,10,0.1,0.3,0.5,5000,0.81
1159,100,0,1,10,0.1,0.3,0.5,5000,0.97
1160,100,0,1,10,0.1,0.3,0.5,5000,0.55
1161,100,0,1,10,0.1,0.3,0.6,5000,0.62
1162,100,0,1,10,0.1,0.3,0.6,1016,1
1163,100,0,1,10,0.1,0.3,0.6,5000,0.54
1164,100,0,1,10,0.1,0.3,0.6,5000,0.69
1165,100,0,1,10,0.1,0.3,0.6,5000,0.69
1166,100,0,1,10,0.1,0.3,0.6,5000,0.71
1167,100,0,1,10,0.1,0.3,0.6,5000,0.66
1168,100,0,1,10,0.1,0.3,0.6,5000,0.72
1169,100,0,1,10,0.1,0.3,0.6,5000,0.51
1170,100,0,1,10,0.1,0.3,0.6,5000,0.54
1171,100,0,1,10,0.1,0.3,0.7,5000,0.59
1172,100,0,1,10,0.1,0.3,0.7,5000,0.55
1173,100,0,1,10,0.1,0.3,0.7,5000,0.92
1174,100,0,1,10,0.1,0.3,0.7,5000,0.61
1175,100,0,1,10,0.1,0.3,0.7,5000,0.64
1176,100,0,1,10,0.1,0.3,0.7,5000,0.65
1177,100,0,1,10,0.1,0.3,0.7,5000,0.6
1178,100,0,1,10,0.1,0.3,0.7,2562,1
1179,100,0,1,10,0.1,0.3,0.7,5000,0.51
1180,100,0,1,10,0.1,0.3,0.7,5000,0.6
1181,100,0,1,10,0.1,0.3,0.8,5000,0.52
1182,100,0,1,10,0.1,0.3,0.8,301,1
1183,100,0,1,10,0.1,0.3,0.8,5000,0.86
1184,100,0,1,10,0.1,0.3,0.8,5000,0.5
1185,100,0,1,10,0.1,0.3,0.8,5000,0.58
1186,100,0,1,10,0.1,0.3,0.8,5000,0.53
1187,100,0,1,10,0.1,0.3,0.8,5000,0.81
1188,100,0,1,10,0.1,0.3,0.8,5000,0.88
1189,100,0,1,10,0.1,0.3,0.8,5000,0.66
1190,100,0,1,10,0.1,0.3,0.8,5000,0.55
1191,100,0,1,10,0.1,0.3,0.9,5000,0.64
1192,100,0,1,10,0.1,0.3,0.9,5000,0.64
1193,100,0,1,10,0.1,0.3,0.9,5000,0.57
1194,100,0,1,10,0.1,0.3,0.9,5000,0.57
1195,100,0,1,10,0.1,0.3,0.9,5000,0.53
1196,100,0,1,10,0.1,0.3,0.9,389,1
1197,100,0,1,10,0.1,0.3,0.9,5000,0.87
1198,100,0,1,10,0.1,0.3,0.9,5000,0.62
1199,100,0,1,10,0.1,0.3,0.9,5000,0.73
1200,100,0,1,10,0.1,0.3,0.9,554,1
1201,100,0,1,10,0.1,0.3,1,5000,0.64
1202,100,0,1,10,0.1,0.3,1,5000,0.75
1203,100,0,1,10,0.1,0.3,1,5000,0.6
1204,100,0,1,10,0.1,0.3,1,5000,0.77
1205,100,0,1,10,0.1,0.3,1,5000,0.79
1206,100,0,1,10,0.1,0.3,1,4525,1
1207,100,0,1,10,0.1,0.3,1,5000,0.59
1208,100,0,1,10,0.1,0.3,1,5000,0.54
1209,100,0,1,10,0.1,0.3,1,5000,0.6
1210,100,0,1,10,0.1,0.3,1,5000,0.72